scan_coordinate_px,carrier_amplitude,unwrapped_phase_rad,fitted_phase_rad,fit_used
414,152.37085600704103,-18.934693700652875,-16.242951906023947,1
415,115.88499520792764,-18.870439009844247,-16.270403529407151,1
416,106.36291814954517,-18.880386218903595,-16.297855152790355,1
417,103.9903008759125,-18.8978085031885,-16.325306776173555,1
418,96.17089192456497,-18.884302915640266,-16.352758399556755,0
419,15.64365718456191,-19.279537057506253,-16.380210022939959,0
420,189.77490532623511,-21.957418227628022,-16.407661646323163,1
421,442.33117665229378,-21.965544120063988,-16.435113269706363,1
422,582.53021763329275,-21.956251890784987,-16.462564893089564,1
423,613.74706481750309,-21.975601082052727,-16.490016516472771,1
424,622.67995771151618,-21.976960511159508,-16.517468139855971,1
425,612.39366237565923,-21.952946213666696,-16.544919763239172,1
426,582.99582733439445,-21.972496582565785,-16.572371386622375,1
427,397.44119441011242,-21.970540767876013,-16.599823010005579,1
428,112.70056877469361,-21.987729399744747,-16.62727463338878,1
429,52.790197919321997,-18.950874378096696,-16.65472625677198,0
430,100.21117585102952,-18.916753853460456,-16.682177880155184,0
431,105.54707008917025,-18.943107159662137,-16.709629503538387,1
432,114.95672841548394,-18.83587475482862,-16.737081126921588,1
433,108.27665114915796,-18.857407193013429,-16.764532750304788,1
434,171.37140664264138,-18.857326322922944,-16.791984373687992,1
435,375.62716772227452,-18.85699423542464,-16.819435997071196,1
436,614.84241897395668,-18.865209725722728,-16.846887620454396,1
437,742.06364374991699,-18.859243892892913,-16.8743392438376,1
438,761.44978398223918,-18.864036796290815,-16.901790867220804,1
439,760.54344060752828,-18.861982967870912,-16.929242490604004,1
440,760.07500471677145,-18.841131079912703,-16.956694113987204,1
441,740.03798786308221,-18.840822005951072,-16.984145737370408,1
442,616.91962453229678,-18.817473025663244,-17.011597360753612,1
443,390.78528411743156,-18.78566460260976,-17.039048984136812,1
444,172.61927948027363,-18.746775587053296,-17.066500607520013,1
445,117.68838471356,-18.83534366891913,-17.093952230903216,1
